rank,event_id,amount,failure_code,cause,strategy,recovery_probability,expected_recovered_amount,intervention_cost,expected_value,initial_action,final_action,safe_to_execute,rules_triggered
8835,PAY_05010,3381.54,other,Other failure,Escalate for review,0.0695,235.02,25.0,210.02,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8836,PAY_02099,409.9,mandate_expired,Mandate expired,Send re-authorization link,0.5147,210.98,1.0,209.98,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8837,PAY_01462,1211.28,card_expired,Card expired,Request payment method update,0.1935,234.38,25.0,209.38,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8838,PAY_06392,616.86,mandate_expired,Mandate expired,Send re-authorization link,0.3408,210.23,1.0,209.23,send_payment_link,send_payment_link,True,['All safety checks passed']
8839,PAY_02775,1630.24,card_expired,Card expired,Request payment method update,0.1432,233.45,25.0,208.45,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8840,PAY_01348,1202.02,card_expired,Card expired,Request payment method update,0.1942,233.43,25.0,208.43,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8841,PAY_01359,1658.56,other,Other failure,Escalate for review,0.1407,233.36,25.0,208.36,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8842,PAY_08260,3289.47,other,Other failure,Escalate for review,0.0709,233.22,25.0,208.22,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8843,PAY_09127,1432.28,card_expired,Card expired,Request payment method update,0.1628,233.18,25.0,208.18,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8844,PAY_09723,322.15,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6515,209.88,2.0,207.88,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8845,PAY_00307,1789.32,other,Other failure,Escalate for review,0.1301,232.79,25.0,207.79,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8846,PAY_04270,2079.6,other,Other failure,Escalate for review,0.1119,232.71,25.0,207.71,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8847,PAY_00346,317.6,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6597,209.52,2.0,207.52,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8848,PAY_09821,1609.96,card_expired,Card expired,Request payment method update,0.1444,232.48,25.0,207.48,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8849,PAY_06812,1575.07,other,Other failure,Escalate for review,0.1476,232.48,25.0,207.48,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8850,PAY_03731,1197.86,card_expired,Card expired,Request payment method update,0.194,232.38,25.0,207.38,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8851,PAY_00473,1881.23,other,Other failure,Escalate for review,0.1235,232.33,25.0,207.33,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8852,PAY_05641,1656.35,other,Other failure,Escalate for review,0.1402,232.22,25.0,207.22,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8853,PAY_05437,1386.83,card_expired,Card expired,Request payment method update,0.1673,232.02,25.0,207.02,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8854,PAY_07191,1473.1,other,Other failure,Escalate for review,0.1575,232.01,25.0,207.01,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8855,PAY_06787,429.2,checkout_abandon,Checkout abandonment,Send payment link,0.4846,207.99,1.0,206.99,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8856,PAY_07647,276.46,gateway_timeout,Gateway timeout,Retry immediately,0.7556,208.89,2.0,206.89,retry_now,retry_now,True,['All safety checks passed']
8857,PAY_01570,511.3,mandate_expired,Mandate expired,Send re-authorization link,0.4063,207.74,1.0,206.74,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8858,PAY_03639,3169.67,other,Other failure,Escalate for review,0.0731,231.7,25.0,206.7,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8859,PAY_00634,360.4,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5786,208.53,2.0,206.53,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8860,PAY_05143,1539.7,other,Other failure,Escalate for review,0.1501,231.11,25.0,206.11,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8861,PAY_01231,1443.02,other,Other failure,Escalate for review,0.1599,230.74,25.0,205.74,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8862,PAY_04040,2101.24,other,Other failure,Escalate for review,0.1098,230.72,25.0,205.72,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8863,PAY_01703,2879.77,other,Other failure,Escalate for review,0.0801,230.67,25.0,205.67,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8864,PAY_05823,2893.68,other,Other failure,Escalate for review,0.0797,230.63,25.0,205.63,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8865,PAY_04260,1727.78,other,Other failure,Escalate for review,0.1332,230.14,25.0,205.14,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8866,PAY_06790,1341.07,card_expired,Card expired,Request payment method update,0.1716,230.13,25.0,205.13,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8867,PAY_06705,904.64,card_expired,Card expired,Request payment method update,0.2542,229.96,25.0,204.96,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8868,PAY_05736,389.77,checkout_abandon,Checkout abandonment,Send payment link,0.5282,205.88,1.0,204.88,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8869,PAY_00107,966.83,card_expired,Card expired,Request payment method update,0.2377,229.82,25.0,204.82,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8870,PAY_00291,1943.16,other,Other failure,Escalate for review,0.1181,229.49,25.0,204.49,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8871,PAY_05319,362.31,checkout_abandon,Checkout abandonment,Send payment link,0.567,205.43,1.0,204.43,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8872,PAY_07510,1153.96,other,Other failure,Escalate for review,0.1988,229.41,25.0,204.41,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8873,PAY_05112,1976.49,other,Other failure,Escalate for review,0.1158,228.88,25.0,203.88,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8874,PAY_03434,2782.77,other,Other failure,Escalate for review,0.0822,228.74,25.0,203.74,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8875,PAY_08235,2122.75,card_expired,Card expired,Request payment method update,0.1077,228.62,25.0,203.62,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8876,PAY_07383,2705.31,other,Other failure,Escalate for review,0.0845,228.6,25.0,203.6,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8877,PAY_00923,2816.56,other,Other failure,Escalate for review,0.0811,228.42,25.0,203.42,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8878,PAY_09601,2396.33,card_expired,Card expired,Request payment method update,0.0952,228.13,25.0,203.13,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8879,PAY_08841,341.23,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6001,204.77,2.0,202.77,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8880,PAY_09374,2995.65,other,Other failure,Escalate for review,0.076,227.67,25.0,202.67,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8881,PAY_02955,297.64,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6876,204.66,2.0,202.66,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8882,PAY_08146,2213.44,other,Other failure,Escalate for review,0.1028,227.54,25.0,202.54,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8883,PAY_01998,2281.31,other,Other failure,Escalate for review,0.0996,227.22,25.0,202.22,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8884,PAY_01328,510.38,checkout_abandon,Checkout abandonment,Send payment link,0.3979,203.08,1.0,202.08,send_payment_link,send_payment_link,True,['All safety checks passed']
8885,PAY_03814,1955.78,other,Other failure,Escalate for review,0.1161,227.07,25.0,202.07,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8886,PAY_07407,377.3,mandate_expired,Mandate expired,Send re-authorization link,0.5381,203.03,1.0,202.03,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8887,PAY_06845,1801.37,card_expired,Card expired,Request payment method update,0.1258,226.61,25.0,201.61,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8888,PAY_07401,3005.48,other,Other failure,Escalate for review,0.0754,226.61,25.0,201.61,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8889,PAY_08381,352.16,checkout_abandon,Checkout abandonment,Send payment link,0.5749,202.46,1.0,201.46,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8890,PAY_03551,1189.59,card_expired,Card expired,Request payment method update,0.19,226.02,25.0,201.02,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8891,PAY_02511,1370.03,card_expired,Card expired,Request payment method update,0.1648,225.78,25.0,200.78,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8892,PAY_05692,1758.69,card_expired,Card expired,Request payment method update,0.1283,225.64,25.0,200.64,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8893,PAY_03681,1327.15,other,Other failure,Escalate for review,0.17,225.62,25.0,200.62,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8894,PAY_02125,2430.93,other,Other failure,Escalate for review,0.0928,225.59,25.0,200.59,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8895,PAY_08156,902.74,card_expired,Card expired,Request payment method update,0.2498,225.5,25.0,200.5,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8896,PAY_01292,1611.62,card_expired,Card expired,Request payment method update,0.1399,225.47,25.0,200.47,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8897,PAY_04662,1746.62,other,Other failure,Escalate for review,0.1288,224.96,25.0,199.96,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8898,PAY_05108,1709.82,other,Other failure,Escalate for review,0.1314,224.67,25.0,199.67,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8899,PAY_01302,310.95,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6475,201.34,2.0,199.34,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8900,PAY_02551,466.35,checkout_abandon,Checkout abandonment,Send payment link,0.4293,200.2,1.0,199.2,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8901,PAY_08712,1411.38,card_expired,Card expired,Request payment method update,0.1588,224.13,25.0,199.13,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8902,PAY_00795,418.78,checkout_abandon,Checkout abandonment,Send payment link,0.4778,200.09,1.0,199.09,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8903,PAY_04292,518.11,checkout_abandon,Checkout abandonment,Send payment link,0.3862,200.09,1.0,199.09,send_payment_link,send_payment_link,True,['All safety checks passed']
8904,PAY_00636,1877.74,other,Other failure,Escalate for review,0.1193,224.01,25.0,199.01,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8905,PAY_09103,1169.06,card_expired,Card expired,Request payment method update,0.1916,223.99,25.0,198.99,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8906,PAY_01546,1973.15,other,Other failure,Escalate for review,0.1132,223.36,25.0,198.36,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8907,PAY_08597,2556.65,other,Other failure,Escalate for review,0.0873,223.2,25.0,198.2,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8908,PAY_00978,1655.25,card_expired,Card expired,Request payment method update,0.1348,223.13,25.0,198.13,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8909,PAY_09780,401.06,checkout_abandon,Checkout abandonment,Send payment link,0.4963,199.05,1.0,198.05,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8910,PAY_06808,1170.35,card_expired,Card expired,Request payment method update,0.1899,222.25,25.0,197.25,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8911,PAY_02615,390.42,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5101,199.15,2.0,197.15,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
8912,PAY_05357,360.7,checkout_abandon,Checkout abandonment,Send payment link,0.5491,198.06,1.0,197.06,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8913,PAY_07462,2142.65,other,Other failure,Escalate for review,0.1035,221.76,25.0,196.76,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8914,PAY_05028,2108.91,other,Other failure,Escalate for review,0.1049,221.22,25.0,196.22,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8915,PAY_02956,903.19,card_expired,Card expired,Request payment method update,0.2449,221.19,25.0,196.19,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8916,PAY_09824,2732.5,other,Other failure,Escalate for review,0.0809,221.06,25.0,196.06,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8917,PAY_02761,1248.35,card_expired,Card expired,Request payment method update,0.177,220.96,25.0,195.96,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8918,PAY_08629,2076.54,other,Other failure,Escalate for review,0.1064,220.94,25.0,195.94,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8919,PAY_05739,420.87,mandate_expired,Mandate expired,Send re-authorization link,0.4679,196.93,1.0,195.93,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
8920,PAY_03903,545.52,checkout_abandon,Checkout abandonment,Send payment link,0.3609,196.88,1.0,195.88,send_payment_link,send_payment_link,True,['All safety checks passed']
8921,PAY_02225,832.46,card_expired,Card expired,Request payment method update,0.2653,220.85,25.0,195.85,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8922,PAY_05067,300.35,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6586,197.81,2.0,195.81,retry_scheduled,retry_scheduled,True,['All safety checks passed']
8923,PAY_03928,603.22,checkout_abandon,Checkout abandonment,Send payment link,0.3261,196.71,1.0,195.71,send_payment_link,send_payment_link,True,['All safety checks passed']
8924,PAY_07178,2245.19,other,Other failure,Escalate for review,0.0982,220.48,25.0,195.48,escalate_to_human,escalate_to_human,True,['All safety checks passed']
8925,PAY_04359,1597.48,card_expired,Card expired,Request payment method update,0.138,220.45,25.0,195.45,escalate_to_human,escalate_to_human,True,['All safety checks passed']
